City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Reims,FR,49.1667,4.0833,37.2,100,0,0.0,clear sky
467,Carire,BR,-3.9506,-40.4733,76.01,79,99,4.09,overcast clouds
468,Tazovskiy,RU,67.4667,78.7,-6.54,83,100,11.63,overcast clouds
469,Krasnoselkup,RU,65.7,82.4667,-11.36,85,9,9.04,clear sky
470,Devavanya,HU,47.0333,20.9667,42.98,67,100,5.32,overcast clouds
471,Norwich,GB,52.6278,1.2983,37.85,90,69,8.05,broken clouds
472,Stromness,GB,58.965,-3.296,41.25,80,100,31.16,moderate rain
473,Leshukonskoye,RU,64.8989,45.7622,19.89,96,100,6.17,overcast clouds
474,Suluq,LY,31.6682,20.2521,52.02,72,2,2.77,clear sky
475,Svetlogorsk,BY,52.6333,29.7333,32.11,99,100,5.19,snow
476,Karatuzskoye,RU,53.6072,92.8667,-25.24,100,93,0.63,overcast clouds
477,Yar-Sale,RU,66.8333,70.8333,-0.72,82,100,16.78,overcast clouds
478,Kisangani,CD,0.5167,25.2,72.61,73,82,2.28,broken clouds
479,Cortez,US,37.3489,-108.5859,54.36,20,0,10.36,clear sky
480,Kumluca,TR,36.3703,30.2869,44.67,57,0,3.98,clear sky
481,Juneau,US,58.3019,-134.4197,36.84,99,100,8.99,light snow
482,Esperanza,DO,19.5847,-70.9849,75.29,80,0,1.01,clear sky
483,Pietarsaari,FI,63.65,22.6833,22.89,94,46,9.37,light snow
484,Kristiinankaupunki,FI,62.2743,21.376,29.46,77,49,15.23,scattered clouds
485,Paamiut,GL,61.994,-49.6678,31.55,74,100,23.02,overcast clouds
486,Emilio Carranza,MX,19.9711,-96.6114,68.22,87,62,3.11,broken clouds
487,Brae,GB,60.3964,-1.353,42.71,77,100,21.23,overcast clouds
488,Cabedelo,BR,-6.9811,-34.8339,80.67,78,95,10.89,overcast clouds
489,Huarmey,PE,-10.0681,-78.1522,72.41,79,90,9.15,overcast clouds
490,Sur,OM,22.5667,59.5289,66.88,58,0,7.45,clear sky
491,Bako,ET,5.7833,36.5667,71.42,41,91,2.73,overcast clouds
492,Montbrison,FR,45.6667,4.0833,34.79,82,11,4.23,few clouds
493,Jakar,BT,27.5492,90.7525,25.43,77,51,5.7,broken clouds
494,Taseyevo,RU,57.2169,94.8978,-23.31,100,41,1.48,scattered clouds
495,Orchard Homes,US,46.8633,-114.0484,44.74,33,0,11.5,clear sky
496,Poum,NC,-20.2333,164.0167,80.87,79,100,7.96,overcast clouds
497,Chara,RU,56.9064,118.2631,-28.21,87,91,0.58,overcast clouds
498,Acapulco,MX,16.8634,-99.8901,79.99,58,21,6.22,few clouds
499,Nyurba,RU,63.2842,118.3319,-20.52,100,90,3.18,overcast clouds
500,Miri,MY,4.4148,114.0089,75.69,93,100,7.47,overcast clouds
501,Charters Towers,AU,-20.1,146.2667,83.26,51,0,10.87,clear sky
502,Ocos,GT,14.5094,-92.1933,88.3,66,1,8.59,clear sky
503,Basco,PH,20.4487,121.9702,76.15,77,99,19.73,overcast clouds
504,Kasempa,ZM,-13.4584,25.8338,62.91,94,100,2.04,overcast clouds
505,Kodinsk,RU,58.6881,99.1844,-24.27,100,53,0.94,broken clouds
506,Athens,GR,37.9795,23.7162,51.37,78,20,4.0,few clouds
507,Rawson,AR,-43.3002,-65.1023,62.06,46,34,13.31,scattered clouds
508,Ryotsu,JP,38.0833,138.4333,41.05,64,80,4.29,broken clouds
509,Fare,PF,-16.7,-151.0167,81.82,71,60,13.42,broken clouds
510,New Waterford,US,40.8451,-80.6145,51.17,69,100,11.99,light rain
511,Puerto Ayacucho,VE,5.6639,-67.6236,85.48,42,96,3.98,overcast clouds
512,San Cristobal,VE,7.7669,-72.225,66.61,86,74,1.16,broken clouds
513,Kurilsk,RU,45.2333,147.8833,26.91,65,71,5.82,broken clouds
514,Fayaoue,NC,-20.65,166.5333,82.58,79,100,13.8,overcast clouds
515,Iringa,TZ,-7.7667,35.7,59.56,95,100,2.73,light rain
516,Novo Aripuana,BR,-5.1206,-60.3797,73.74,95,100,2.37,overcast clouds
517,Kapit,MY,2.0167,112.9333,72.88,100,100,1.48,overcast clouds
518,Zhangye,CN,38.9342,100.4517,22.96,47,52,7.09,broken clouds
519,Plouzane,FR,48.3833,-4.6167,37.45,90,0,6.91,clear sky
520,Uige,AO,-7.6087,15.0613,66.56,83,96,1.77,overcast clouds
521,Grand-Santi,GF,4.25,-54.3833,72.27,99,57,3.06,broken clouds
522,President Roxas,PH,7.1544,125.0558,78.49,81,80,1.39,broken clouds
523,Moussoro,TD,13.6408,16.4901,65.07,17,4,12.93,clear sky
524,El Obraje,HN,14.0,-86.4333,78.26,55,31,4.81,scattered clouds
525,Hangu,CN,39.2489,117.7892,30.24,64,73,10.96,broken clouds
526,Bedi,IN,22.5,70.05,66.67,44,2,8.1,clear sky
527,Kalabo,ZM,-14.97,22.6814,66.16,93,100,2.57,light rain
528,Kahului,US,20.8947,-156.47,82.42,63,40,14.97,scattered clouds
529,Ulaanbaatar,MN,47.9077,106.8832,-21.44,99,25,2.35,scattered clouds
530,Iisalmi,FI,63.5592,27.1907,15.82,92,27,7.2,scattered clouds
531,Itoman,JP,26.1247,127.6694,69.82,73,75,11.5,broken clouds
532,San Pedro,PH,14.35,121.0167,80.31,72,85,10.85,overcast clouds
533,Isangel,VU,-19.55,169.2667,87.91,74,75,4.61,broken clouds
534,Amuntai,ID,-2.4177,115.2494,74.19,95,100,0.98,overcast clouds
535,Neiafu,TO,-18.65,-173.9833,86.68,79,40,10.36,scattered clouds
536,Bilibino,RU,68.0546,166.4372,-31.58,97,39,0.96,scattered clouds
537,Baykit,RU,61.67,96.37,-18.65,98,20,1.57,few clouds
538,Halifax,CA,44.6453,-63.5724,39.47,88,26,4.0,scattered clouds
539,Lagos,NG,6.5833,3.75,76.32,95,6,0.96,clear sky
540,Urumqi,CN,43.801,87.6005,9.55,92,75,2.24,mist
541,Mbarara,UG,-0.608,30.65,66.4,75,99,2.91,overcast clouds
542,Coari,BR,-4.085,-63.1414,74.57,97,100,2.21,overcast clouds
543,Znamenskoye,RU,57.1281,73.8282,-10.32,97,14,6.13,few clouds
544,Tezu,IN,27.9167,96.1667,52.66,77,93,2.06,overcast clouds
545,Camopi,GF,3.1655,-52.3158,72.14,99,48,2.57,scattered clouds
546,Zheleznodorozhnyy,RU,55.7503,38.0042,32.18,97,58,5.66,snow
547,Vidim,RU,56.4088,103.1106,-24.43,100,35,1.59,scattered clouds
548,Corum,TR,40.5,34.75,22.46,90,5,2.64,clear sky
549,Kimbe,PG,-5.5502,150.1429,81.5,79,100,4.61,light rain
550,Juegang,CN,32.3174,121.1855,45.91,79,85,8.52,overcast clouds
551,Fresno,US,36.6666,-119.8343,79.02,31,0,4.61,haze
552,Barcelos,PT,41.5388,-8.6151,54.91,92,100,1.66,overcast clouds
553,Mokhotlong,LS,-29.2894,29.0675,55.56,83,36,3.2,scattered clouds
554,Pandan,PH,14.0453,124.1694,77.54,89,98,16.6,overcast clouds
555,Teacapan,MX,22.55,-105.75,72.05,48,0,8.1,clear sky
556,Bubanza,BI,-3.1167,29.4,68.25,93,100,1.72,light rain
557,Dhidhdhoo,MV,6.8833,73.1,81.52,71,96,8.01,overcast clouds
558,Kharan,PK,28.5833,65.4167,56.14,14,0,1.54,clear sky
559,Buraydah,SA,26.326,43.975,51.85,45,0,12.35,clear sky
560,Kungurtug,RU,50.5994,97.5228,-28.71,99,47,1.52,scattered clouds
561,Cap-Haitien,HT,19.7578,-72.2042,77.9,79,0,9.78,clear sky
562,Asfi,MA,32.2994,-9.2372,56.1,87,0,12.86,clear sky
563,Waw,SS,7.7029,27.9953,74.75,22,45,6.69,scattered clouds
564,Palmerston,AU,-12.486,130.9833,87.89,73,75,3.44,broken clouds
565,Samarai,PG,-10.6167,150.6667,82.96,58,72,12.3,broken clouds
566,Imeni Poliny Osipenko,RU,52.4201,136.4853,10.06,94,100,9.78,overcast clouds
567,Tarakan,ID,3.3,117.6333,78.3,94,75,2.3,broken clouds
568,Vankleek Hill,CA,45.5168,-74.6493,38.7,97,100,13.94,overcast clouds
569,Gumdag,TM,39.2061,54.5906,40.66,60,35,8.39,scattered clouds
570,High Rock,BS,26.6208,-78.2833,69.82,78,72,8.08,broken clouds
571,Naze,JP,28.3667,129.4833,58.77,66,100,12.28,overcast clouds
572,Manado,ID,1.487,124.8455,75.97,100,40,2.3,scattered clouds
573,Vostok,RU,46.4856,135.8833,18.28,94,100,1.86,light snow
574,Nakamura,JP,32.9833,132.9333,47.52,68,100,1.86,overcast clouds
575,Kiruna,SE,67.8557,20.2251,2.32,85,89,5.75,overcast clouds
576,Kommunar,RU,59.6206,30.39,24.33,91,30,9.73,scattered clouds
577,High Level,CA,58.5169,-117.136,2.73,97,99,6.08,overcast clouds
578,Loandjili,CG,-4.7561,11.8578,77.41,87,40,4.54,scattered clouds
579,Loanda,AO,-8.8368,13.2343,75.52,87,92,6.69,overcast clouds
580,Nouakchott,MR,18.0858,-15.9785,67.93,27,72,12.21,broken clouds
581,Damghan,IR,36.1683,54.348,39.76,68,87,3.4,overcast clouds
582,Senneterre,CA,48.3835,-77.2328,28.62,97,100,7.65,snow
583,Mezen,RU,65.8522,44.24,18.28,97,99,5.03,overcast clouds
584,Chernyshevskiy,RU,63.0128,112.4714,-14.71,100,96,1.32,overcast clouds
585,Zhigansk,RU,66.7697,123.3711,-33.34,100,97,4.56,overcast clouds
586,Kargat,RU,55.1956,80.2811,-21.71,100,100,4.94,overcast clouds
587,Cody,US,44.5263,-109.0565,27.28,63,100,9.22,overcast clouds
588,Minbu,MM,20.1833,94.8833,62.83,63,17,0.96,few clouds
589,Bethel,US,41.3712,-73.414,47.84,61,66,9.57,broken clouds
590,Yenagoa,NG,4.9247,6.2642,79.39,78,33,4.38,scattered clouds
591,Wagar,SD,16.1525,36.2032,67.42,73,0,15.75,clear sky
592,Aripuana,BR,-9.1667,-60.6333,74.89,93,100,1.95,moderate rain
593,San Carlos Del Zulia,VE,9.0,-71.9135,77.76,77,60,6.04,broken clouds
594,Oss,NL,51.75,5.5333,34.9,89,75,1.14,broken clouds
595,Etchojoa,MX,26.9167,-109.6333,75.69,38,0,10.92,clear sky
596,Smoky Lake,CA,54.1169,-112.4686,16.02,80,100,2.44,overcast clouds
597,Ruwi,OM,23.5996,58.5507,65.89,51,0,2.39,clear sky
598,Shangrao,CN,28.4532,117.9686,44.78,97,100,2.62,overcast clouds
599,Zharkent,KZ,44.1628,80.0,27.27,55,100,0.89,overcast clouds
600,Ulagan,RU,50.6321,87.9563,-23.06,95,41,2.35,scattered clouds
601,Vila Do Maio,CV,15.1333,-23.2167,75.99,76,50,15.86,scattered clouds
602,Henties Bay,NA,-22.116,14.2845,70.86,87,38,8.7,scattered clouds
603,Payo,ID,-3.7508,103.6372,71.04,85,96,1.48,overcast clouds
604,Guerrero Negro,MX,27.9769,-114.0611,73.63,24,0,10.11,clear sky
605,Polunochnoye,RU,60.8697,60.4153,6.33,95,100,6.6,light snow
606,La Tuque,CA,47.4334,-72.7824,32.32,97,100,10.83,snow
607,Bonthe,SL,7.5264,-12.505,76.75,94,7,4.56,clear sky
608,Kautokeino,NO,69.0125,23.0412,-7.8,100,56,2.77,broken clouds
609,Bonavista,CA,48.6499,-53.1147,37.11,78,53,17.81,broken clouds
610,Paso De Los Toros,UY,-32.8167,-56.5167,74.26,60,66,25.81,broken clouds
611,Litija,SI,46.0586,14.8225,42.62,86,100,2.93,overcast clouds
612,Berlevag,NO,70.8578,29.0864,30.33,70,100,21.7,overcast clouds
613,Kuminskiy,RU,58.6667,66.5667,2.48,84,100,11.92,overcast clouds
614,Nizwa,OM,22.9333,57.5333,59.52,68,0,1.05,clear sky
615,Maues,BR,-3.3836,-57.7186,73.44,92,100,2.15,overcast clouds
616,Healesville,AU,-37.65,145.5167,74.7,39,5,1.21,clear sky
617,Barranca,PE,-10.75,-77.7667,71.37,78,42,8.93,scattered clouds
618,Leszno,PL,51.8403,16.5749,36.66,86,57,4.0,broken clouds
619,Macusani,PE,-14.0833,-70.4333,38.52,91,97,3.29,overcast clouds
620,Nome,US,64.5011,-165.4064,-0.33,60,0,10.36,clear sky
621,Aiken,US,33.5835,-81.5998,62.11,48,0,5.75,clear sky
622,Malakal,SS,9.5334,31.6605,77.29,15,30,9.6,scattered clouds
623,Port Hardy,CA,50.6996,-127.4199,47.75,79,93,1.72,overcast clouds
624,Tabas,IR,33.5959,56.9244,53.96,38,90,4.97,overcast clouds
625,Dzhebariki-Khaya,RU,62.2167,135.8,-38.31,100,69,0.92,broken clouds
626,Port Blair,IN,11.6667,92.75,75.24,94,40,1.14,mist
627,Muravlenko,RU,63.7898,74.523,-9.42,87,43,11.48,scattered clouds
628,Nelson Bay,AU,-32.7167,152.15,77.05,57,94,5.01,overcast clouds
629,Nagua,DO,19.3832,-69.8474,74.53,89,7,11.41,clear sky
630,Soria,ES,41.6667,-2.6667,36.01,100,33,1.25,scattered clouds
631,Sobolevo,RU,54.4299,31.8996,23.49,97,100,6.08,overcast clouds
632,Elat,IL,29.5581,34.9482,53.71,70,0,6.51,clear sky
633,Makat,KZ,47.6469,53.3463,30.16,94,100,9.55,overcast clouds
634,Saint Andrews,US,34.0454,-81.1293,60.84,42,40,4.61,scattered clouds
635,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,23.38,66,40,6.93,scattered clouds
636,Khon Buri,TH,14.5254,102.2459,78.53,78,100,4.92,overcast clouds
637,Ketchikan,US,55.3422,-131.6461,39.52,81,100,4.92,overcast clouds
638,Lachi,PK,33.3833,71.3386,50.07,37,1,2.55,clear sky
639,Santa Marta,CO,11.2408,-74.199,86.34,61,18,15.01,few clouds
640,Kieta,PG,-6.2167,155.6333,79.61,84,100,1.01,overcast clouds
641,Samsun,TR,41.25,36.3333,43.56,53,0,6.91,clear sky
642,Alvinopolis,BR,-20.1067,-43.0489,66.29,99,100,0.65,light rain
643,Merke,KZ,42.8728,73.1786,36.5,65,99,5.82,overcast clouds
644,Coquimbo,CL,-29.9533,-71.3436,65.16,83,5,5.82,clear sky
645,Aurora,US,39.7294,-104.8319,32.16,88,100,11.5,snow
646,Tautira,PF,-17.7333,-149.15,86.02,72,56,12.95,broken clouds
647,Lashio,MM,22.9333,97.75,46.33,75,1,1.54,clear sky
648,Norfolk,US,42.1668,-71.2495,47.55,63,0,9.22,clear sky
649,Talnakh,RU,69.4865,88.3972,-11.72,87,91,9.91,overcast clouds
650,Jaque,PA,7.5175,-78.1703,79.38,84,95,0.78,overcast clouds
651,Tahe,CN,52.3333,124.7333,-9.27,89,100,3.53,overcast clouds
652,Lethem,GY,3.3803,-59.7968,84.07,53,55,13.6,broken clouds
653,Nemuro,JP,43.3236,145.575,18.03,77,84,6.29,broken clouds
654,Sao Desiderio,BR,-12.3633,-44.9733,75.45,77,82,2.3,broken clouds
655,Prieska,ZA,-29.6641,22.7474,80.2,23,0,5.23,clear sky
656,North Mankato,US,44.1733,-94.0339,13.95,82,100,25.32,overcast clouds
657,Kidal,ML,18.4411,1.4078,68.2,12,73,10.13,broken clouds
658,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.94,95,94,4.83,overcast clouds
659,Mingyue,CN,43.1069,128.9217,11.84,78,57,6.71,broken clouds
660,Abu Samrah,SY,35.3029,37.1841,45.03,80,0,5.99,clear sky
661,Tateyama,JP,34.9833,139.8667,45.1,56,64,10.83,broken clouds
662,Linjiang,CN,41.8069,126.9078,12.65,90,92,1.1,overcast clouds
663,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.25,87,37,3.27,scattered clouds
664,Mama,RU,58.3106,112.8986,-30.62,99,97,4.36,overcast clouds
665,Bokoro,TD,12.3807,17.0568,67.96,15,3,10.83,clear sky
666,Mwinilunga,ZM,-11.7358,24.4293,57.04,93,89,0.78,overcast clouds
667,Turinsk,RU,58.0458,63.696,6.78,95,100,11.39,snow
668,Straumen,NO,63.8709,11.2999,37.4,68,91,19.22,light rain
669,Ormara,PK,25.2088,64.6357,69.13,61,0,8.61,clear sky
670,Hatillo,PR,18.4863,-66.8254,78.39,74,22,5.99,few clouds
671,Tolaga Bay,NZ,-38.3667,178.3,79.25,76,92,7.02,overcast clouds
672,Pesaro,IT,43.9036,12.8903,48.94,81,91,1.99,overcast clouds
673,Itaqui,BR,-29.1253,-56.5531,88.12,28,65,7.45,broken clouds
674,Porto Novo,BJ,6.4965,2.6036,77.92,89,5,6.24,clear sky
675,Tongliao,CN,43.6125,122.2653,5.58,87,100,4.92,overcast clouds
676,Prudy,RU,57.5738,46.2718,23.99,97,95,6.33,overcast clouds
677,Qasigiannguit,GL,68.8193,-51.1922,26.85,86,100,5.7,overcast clouds
678,Wasilla,US,61.5814,-149.4394,30.36,62,100,6.91,overcast clouds
679,San Rafael,AR,-34.6177,-68.3301,69.94,35,95,7.31,overcast clouds
680,Port Keats,AU,-14.25,129.55,84.42,75,11,4.25,light rain
681,Wageningen,NL,51.9667,5.6667,35.85,91,75,2.3,broken clouds
682,Mnogovershinnyy,RU,53.9353,139.9242,15.19,94,100,3.89,light snow
683,Iguape,BR,-24.7081,-47.5553,74.93,79,7,10.04,clear sky
684,Lebyazhye,RU,55.2689,66.4947,6.87,95,100,16.53,light snow
685,Ossora,RU,59.2353,163.0719,-2.76,98,56,3.96,broken clouds
686,Kenda,IN,23.2,86.5333,57.06,42,17,5.23,few clouds
687,Shirokiy,RU,49.758,129.523,3.87,94,100,9.26,overcast clouds
688,Casino,AU,-28.8667,153.05,72.57,83,48,19.57,scattered clouds
689,Nenjiang,CN,49.1833,125.2167,-7.35,98,94,3.47,overcast clouds
690,Auki,SB,-8.7676,160.7034,78.28,90,100,6.31,overcast clouds
691,Lhokseumawe,ID,5.1801,97.1507,77.18,81,97,2.93,overcast clouds
692,Mabaruma,GY,8.2,-59.7833,71.89,84,22,3.71,few clouds
693,Casarano,IT,40.015,18.163,46.67,78,98,6.11,overcast clouds
694,Sidi Bin Nur,TN,35.5333,10.9167,49.91,58,100,6.82,overcast clouds
695,Tank,PK,32.2217,70.3793,55.92,34,0,2.98,clear sky
696,Sabha,LY,27.0377,14.4283,50.2,32,0,8.21,clear sky
697,Yershov,RU,51.3513,48.2766,32.43,98,100,17.6,snow
698,George,ZA,-33.963,22.4617,62.15,94,75,2.3,broken clouds
699,Wuwei,CN,37.9281,102.6414,20.64,72,82,5.93,broken clouds
700,Gao,ML,16.6362,1.637,69.22,12,2,10.36,clear sky
